"segment_id","text","dataset_type","source_file","language","source","src_segmentnr","src_original","tgt_segmentnr","tgt_original","src_language","tgt_language"
"","apaṭicchannāya mūlāya paṭikassi. So'haṃ mānattaṃ caranto antarā ekaṃ āpattiṃ āpajjiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ. Kathaṃ nu kho mayā paṭipajjitabbanti.","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya paṭikassitvā chārattaṃ mānattaṃ detu.","monolingual","pali raw.htm","Pali","","","","","","",""
"","pañcāhaṭicchannāya pañcāhaparivāsaṃ yāciṃ. Tassa me saṅgho ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā pañcāhaparivāsaṃ adāsi. So'haṃ parivasanto antarā ekaṃ āpattiṃ āpajjiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ. So'haṃ saṅghaṃ antarā ekissa āpattiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassi.","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanaṃ yāciṃ. Tassa me saṅgho antarā ekissā","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassi. So'haṃ bhante","monolingual","pali raw.htm","Pali","","","","","","",""
"","parivutthaparivāso saṅghaṃ tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ yāciṃ.","monolingual","pali raw.htm","Pali","","","","","","",""
"","[BJT Page 222] [\x 222/]","monolingual","pali raw.htm","Pali","","","","","","",""
"","Tassa me saṅgho tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ adāsi. So' haṃ mānattaṃ caranto","monolingual","pali raw.htm","Pali","","","","","","",""
"","antarā ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ. So'haṃ bhante","monolingual","pali raw.htm","Pali","","","","","","",""
"","paṭikassanaṃ yācāmī''ti. ?????????????????? Dutiyampi yācitabbo:","monolingual","pali raw.htm","Pali","","","","","","",""
"","bhante saṅghaṃ ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā pañcāhaṭicchannāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","pañcāhaparivāsaṃ adāsi. So'haṃ parivasanto antarā ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiṃ apaṭicchannaṃ. So'haṃ saṅghaṃ antarā ekissa āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanaṃ yāciṃ. Taṃ maṃ saṅgho antarā ekissā","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassi. So'haṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","parivutthaparivāso mānattāraho antarā ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ sukkavisaṭṭhiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannaṃ. So'haṃ saṅghaṃ antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannāya mūlāya paṭikassanaṃ yāciṃ. Tassa me saṅgho antarā ekissā āpattiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","paṭikassanaṃ yācāmī''ti. Tatiyampi yācitabbo:","monolingual","pali raw.htm","Pali","","","","","","",""
"","paṭikassanaṃ yācāmī''ti. Vyattena bhikkhunā paṭibalena saṅgho ñāpetabbo.","monolingual","pali raw.htm","Pali","","","","","","",""
"","parivutthaparivāso saṅghaṃ tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ yāci saṅgho udāyissa","monolingual","pali raw.htm","Pali","","","","","","",""
"","bhikkhuno tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ adāsi. So mānattaṃ caranto antarā ekaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattiṃ āpajji sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ so saṅghaṃ antarā ekissā āpattiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanaṃ yācati. Yadi saṅghassa","monolingual","pali raw.htm","Pali","","","","","","",""
"","pattakallaṃ, saṅgho udāyiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","Bhikkhuṃ antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannāya mūlāya paṭikassanaṃ yāci. Taṃ saṅgho udāyiṃ bhikkhuṃ antarā ekissā","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchānnāya mūlāya paṭikassi. So","monolingual","pali raw.htm","Pali","","","","","","",""
"","parivutthaparivāso saṅghaṃ tissannaṃ āpattīnaṃ chārattā mānattaṃ yāci. Saṅgho udāyissa","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanaṃ yācati. Saṅgho udāyiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","bhikkhuṃ antarā raekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","mūlāyapaṭikassati. Yassāyasmato khamati udāyissa bhikkhuno antarā ekissā āpattiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikasseyya, esā ñatti.","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannāya mūlāya paṭikassanaṃ yāci. Taṃ saṅgho antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchānnāya mūlāya paṭikassi. So parivutthaparivāso saṅghaṃ tissannaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattīnaṃ chārattaṃ mānattaṃ yāci. Tassa saṅgho tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","adāsi. So mānattaṃ caranto antarā ekaṃ āpattiṃ āpajji sañcetanikaṃ sukkavisaṭṭhiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannaṃ so saṅghaṃ antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāyapaṭikassati. Yassāyasmato khamati","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannāya mūlāya paṭikassanaṃ yāci. Saṅgho udāyiṃ bhikkhuṃ antarā ekissā āpattiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikāya sukkavisaṭṭhiyā apaṭicchānnāya mūlāya paṭikassi. So parivutthaparivāso","monolingual","pali raw.htm","Pali","","","","","","",""
"","saṅghaṃ tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ yāci. Saṅgho udāyissa bhikkhuno tissannaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattīnaṃ chārattaṃ mānattaṃ adāsi. So mānattaṃ caranto antarā ekaṃ āpattiṃ āpajji","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ so saṅghaṃ antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanaṃ yācati. Saṅgho udāyissa bhikkhuno","monolingual","pali raw.htm","Pali","","","","","","",""
"","udāyiṃ bhikkhuṃ antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanā, so tuṇhassa. Yassa","monolingual","pali raw.htm","Pali","","","","","","",""
"","Paṭikassito saṅghena udāyi bhikkhu antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","mūlāya paṭikassanā. Khamati saṅghassa. Tasmā tuṇhī, evametaṃ dhārayāmī''ti.","monolingual","pali raw.htm","Pali","","","","","","",""
"","4. Evaṃ ca pana bhikkhave chārattaṃ mānattaṃ dātabbaṃ:","monolingual","pali raw.htm","Pali","","","","","","",""
"","ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ. So'haṃ saṅghaṃ antarā","monolingual","pali raw.htm","Pali","","","","","","",""
"","ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanaṃ yāciṃ.","monolingual","pali raw.htm","Pali","","","","","","",""
"","Taṃ maṃ saṅgho antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","Sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassi. So'haṃ parivutthaparivāso mānattāraho","monolingual","pali raw.htm","Pali","","","","","","",""
"","antarā ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ. So'haṃ saṅghaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","yāciṃ. Tassa me saṅgho antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannāya mūlāya paṭikassi. So'haṃ bhante parivutthaparivāso saṅghaṃ tissannaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattīnaṃ chārattaṃ mānattaṃ yāciṃ.","monolingual","pali raw.htm","Pali","","","","","","",""
"","Tassa me saṅgho tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ adāsi. So'haṃ mānattaṃ caranto","monolingual","pali raw.htm","Pali","","","","","","",""
"","saṅghaṃ antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","Sukkavisaṭṭhiyā apaṭicchannāya chārattaṃ mānattaṃ yācāmīta.","monolingual","pali raw.htm","Pali","","","","","","",""
"","[BJT Page 224] [\x 224/]","monolingual","pali raw.htm","Pali","","","","","","",""
"","??????????????? Dutiyampi yācitabbo: evaṃ ca pana bhikkhave chārattaṃ mānattaṃ dātabbaṃ:","monolingual","pali raw.htm","Pali","","","","","","",""
"","vacanīyo: ahaṃ bhante ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ.","monolingual","pali raw.htm","Pali","","","","","","",""
"","So'haṃ bhante saṅghaṃ ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā pañcāhaṭicchannāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanaṃ yāciṃ.","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattīnaṃ chārattaṃ mānattaṃ yāciṃ. Tassa me saṅgho tissannaṃ āpattīnaṃ chārattaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","mānattaṃ adāsi. So'haṃ mānattaṃ caranto antarā ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiṃ apaṭicchannaṃ. So'haṃ bhante saṅghaṃ antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya chārattaṃ mānattaṃ yācāmīti.","monolingual","pali raw.htm","Pali","","","","","","",""
"","Tatiyampi yācitabbo: evaṃ ca pana bhikkhave chārattaṃ mānattaṃ dātabbaṃ:","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya chārattaṃ mānattaṃ yācāmīti.[Xxxxxxxxxxxxxxxxx]","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannāya mūlāyapaṭikassanaṃ yāci. Taṃ saṅgho antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassi. So parivutthaparivāso saṅghaṃ tissannaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattīnaṃ chārattaṃ mānattaṃ yāci. Saṅgho udāyissa bhikkhuno tissannaṃ āpattīnaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","chārattaṃ mānattaṃ adāsi. So mānattaṃ caranto antarā ekaṃ āpattiṃ āpajji sañcetanikaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya chārattaṃ mānattaṃ yācati.","monolingual","pali raw.htm","Pali","","","","","","",""
"","Yadi saṅghassa pattakallaṃ, saṅgho udāyissa","monolingual","pali raw.htm","Pali","","","","","","",""
"","Bhikkhuno antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya chārattaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","mānattaṃ dadeyya. Esā ñatti.","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassi. So parivutthaparivāso tissannaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","Saṅgho udāyissa","monolingual","pali raw.htm","Pali","","","","","","",""
"","Bhikkhuno ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā chārattaṃ mānattaṃ deti","monolingual","pali raw.htm","Pali","","","","","","",""
"","yassāyasmato khamati udāyissa bhikkhuno ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannāya chārattaṃ mānattassa dānaṃ. So tuṇhassa yassa nakkhamati so bhāseyya.","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya mūlāyapaṭikassi. So parivutthaparivāso saṅaghaṃ tissannaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya chārattaṃ mānattaṃ yācati. Saṅgho udāyissa","monolingual","pali raw.htm","Pali","","","","","","",""
"","mānattaṃ deti. Yassāyasmato khamati udāyissa bhikkhuno antarā ekissā āpattiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya chārattaṃ mānattassa dānaṃ so tuṇhassa.","monolingual","pali raw.htm","Pali","","","","","","",""
"","bhikkhuno tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ dānaṃ. So tuṇhassa yassa nakkhamati","monolingual","pali raw.htm","Pali","","","","","","",""
"","[Yyvvvyyvvvyyvvvyyvvvyyvvvyyvvv]suṇātu me bhante saṅgho: ayaṃ udāyī bhikkhu ekaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","Bhikkhuno nissannaṃ āpattīnaṃ chārattaṃ mānattaṃ deti. Yassāyasmato khamati udāyissa","monolingual","pali raw.htm","Pali","","","","","","",""
"","Bhikkhuno nissannaṃ āpattīnaṃ chārattaṃ mānattaṃ dedeyya. Esā ñatti.","monolingual","pali raw.htm","Pali","","","","","","",""
"","so bhāseyya.[Xxxxxxxxxxxxx]","monolingual","pali raw.htm","Pali","","","","","","",""
"","Dinnaṃ saṅghena udāyissa bhikkhuno antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannāya chārattaṃ mānattaṃ. Khamati saṅghassa. Tasmātuṇhī. Evametaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","dhārayāmī'ti.","monolingual","pali raw.htm","Pali","","","","","","",""
"","Mānattacārikamūlāyapaṭikassanā niṭṭhitā.","monolingual","pali raw.htm","Pali","","","","","","",""
"","Abbhānārahamūlāyapaṭikassanā","monolingual","pali raw.htm","Pali","","","","","","",""
"","1. So ciṇṇamānatto abbhānāraho antarā ekaṃ āpattiṃ āpajji sañcevatanikaṃ sukkavisaṭṭhiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannaṃ.","monolingual","pali raw.htm","Pali","","","","","","",""
"","So bhikkhūnaṃ ārocesi: ahaṃ āvuso ekaṃ āpattiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","Āpajjiṃ sañcetanikaṃ sukkavisaṭṭhiṃ pañcāhapaṭicchannaṃ so'haṃ saṅghaṃ ekissā","monolingual","pali raw.htm","Pali","","","","","","",""
"","Āpattiyā sañcetanikāya sukkavisaṭṭhiyā pañcāhapaṭicchannāya pañcāhaparivāsaṃ yāciṃ.","monolingual","pali raw.htm","Pali","","","","","","",""
"","Tassa me saṅgho ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā pañcāhapaṭicchannāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","pañcāhaparivāsaṃ adāsi. So'haṃ ciṇṇamānatto abbhānāraho","monolingual","pali raw.htm","Pali","","","","","","",""
"","Antarā ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ.","monolingual","pali raw.htm","Pali","","","","","","",""
"","Kathaṃ nu kho mayā paṭipajjitabbanti. Bhagavato etamatthaṃ ārocesuṃ.","monolingual","pali raw.htm","Pali","","","","","","",""
"","2. ''Tena hi bhikkhave saṅgho udāyiṃ bhikkhuṃ antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassitvā chārattaṃ mānattaṃ detu. Evaṃ ca pana","monolingual","pali raw.htm","Pali","","","","","","",""
"","bhikkhave mūlāya paṭikassitabbo:","monolingual","pali raw.htm","Pali","","","","","","",""
"","paṭikassanaṃ yācāmī''ti. Dutiyampi yācitabbo:","monolingual","pali raw.htm","Pali","","","","","","",""
"","Tena hi bhikkhave saṅgho udāyiṃ bhikkhuṃ antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya paṭikassitvā chārattaṃ mānattaṃ detu. Evaṃ ca pana","monolingual","pali raw.htm","Pali","","","","","","",""
"","bhikkhuno nissannaṃ āpattīnaṃ chārattaṃ mānattaṃ adāsi. So mānattaṃ caranto antarā ekaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattiṃ āpajji sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ so saṅghaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","Antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","yācati. Yadi saṅghassa pattakallaṃ, saṅgho udāyiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","mānattaṃ caranto antarā ekaṃ āpattiṃ āpajji sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ. So","monolingual","pali raw.htm","Pali","","","","","","",""
"","paṭikassanaṃ yācati. Saṅgho udāyiṃ bhikkhuṃ antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchānnāya mūlāya paṭikassati. Yassāyasmato khamati","monolingual","pali raw.htm","Pali","","","","","","",""
"","Udāyissa bhikkhuno tissannaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","Āpattīnaṃ chārattaṃ mānattaṃ adāsi. So mānattaṃ caranto antarā ekaṃ āpattiṃ āpajji","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ so saṅghaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","Paṭikassito saṅghena udāyissa bhikkhu antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannāya chārattaṃ mānattaṃ. Khamati saṅghassa. Tasmā tuṇhī, evametaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","Evaṃ ca pana bhikkhave chārattaṃ mānattaṃ dātabbaṃ:","monolingual","pali raw.htm","Pali","","","","","","",""
"","Dutiyampi yācitabbo: evaṃ ca pana bhikkhave chārattaṃ mānattaṃ dātabbaṃ:","monolingual","pali raw.htm","Pali","","","","","","",""
"","Tena bhikkhave udāyinā bhikkhunā saṅghaṃ upasaṅkamitvā ekaṃsaṃ uttarāsaṅghaṃ karitvā","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya chārattaṃ mānattaṃ yācāmīti. Vyattena bhikkhunā","monolingual","pali raw.htm","Pali","","","","","","",""
"","paṭibalena saṅgho ñāpetabbo:","monolingual","pali raw.htm","Pali","","","","","","",""
"","Bhikkhuno tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ dadeyya. Esā ñatti.","monolingual","pali raw.htm","Pali","","","","","","",""
"","Bhikkhuno tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ deti. Yassayasmato khamati udāyissa","monolingual","pali raw.htm","Pali","","","","","","",""
"","Dutiyampi etamatthaṃ vadāmi. Suṇātu me bhante saṅgho: ayaṃ udāyī bhikkhu ekaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","[Yyvvvyyvvvyyvvvyyvvvyyvvvyyvvvyyvvvyyvvvyvvv]- suṇātu me bhante saṅgho: ayaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","udāyī bhikkhu ekaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","so bhāseyya.[Xxxxxxxxxxxxxxxxxx]","monolingual","pali raw.htm","Pali","","","","","","",""
"","Abbhānārahamūlāyapaṭikassanā niṭṭhitā.","monolingual","pali raw.htm","Pali","","","","","","",""
"","Mūlāyapaṭikassitassa abbhānaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","1. So ciṇṇamānatto bhikkhūnaṃ ārocesi: ahaṃ āvuso ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiṃ pañcāhapaṭicchannaṃ so'haṃ saṅghaṃ ekissā","monolingual","pali raw.htm","Pali","","","","","","",""
"","pañcāhaparivāsaṃ adāsi. So'haṃ [PTS Page 047] [\q  47/]      ciṇṇamānatto.","monolingual","pali raw.htm","Pali","","","","","","",""
"","[BJT Page 226] [\x 226/]","monolingual","pali raw.htm","Pali","","","","","","",""
"","Tena hi bhikkhave saṅgho udāyiṃ bhikkhuṃ abbhetu. Evaṃ ca pana bhikkhave abbhetabbo.","monolingual","pali raw.htm","Pali","","","","","","",""
"","vuḍḍhānaṃ bhikkhūnaṃ pāde vanditvā ukkuṭikaṃ nisīditvā añjaliṃ paggahetvā evamassa","monolingual","pali raw.htm","Pali","","","","","","",""
"","''Ahaṃ bhante ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ sukkavisaṭṭhiṃ pañcāhapaṭicchannaṃ.","monolingual","pali raw.htm","Pali","","","","","","",""
"","So'haṃ ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā pañcāhapaṭicchannāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","parivutthaparivāso saṅghaṃ tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ yāciṃ. Tassa me saṃgho","monolingual","pali raw.htm","Pali","","","","","","",""
"","tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ adāsi. So'haṃ mānattaṃ caranto antarā ekaṃ āpattiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","So'haṃ saṅghaṃ antarā ekissā āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","chārattaṃ mānattaṃ yāciṃ. Tassa me saṅgho antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭaṭhiyā apaṭicchannāya chārattaṃ mānattaṃ adāsi. So'haṃ ciṇṇamānatto","monolingual","pali raw.htm","Pali","","","","","","",""
"","abbhānāraho antarā ekaṃ āpattiṃ āpajjiṃ sañcetanikaṃ sukkavisaṭṭhiṃ apaṭicchannaṃ. So'haṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","apaṭicchannāya mūlāya paṭikassi. So'haṃ saṅghaṃ antarā ekissā āpattiyā sañcetanikāya","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya chārattaṃ mānattaṃ yāciṃ. Tassa me saṅgho antarā ekissā","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpattiyā sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya chārattaṃ mānattaṃ adāsi. So'haṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","bhante ciṇṇamānatto saṅghaṃ abbhānaṃ yācāmī''ti. Dutiyampi yācitabbo. Tatiyampi","monolingual","pali raw.htm","Pali","","","","","","",""
"","[BJT Page 228] [\x 228/]","monolingual","pali raw.htm","Pali","","","","","","",""
"","''Suṇātu [PTS Page 048] [\q  48/]      me bhante saṅgho. Ayaṃ udāyī bhikkhu ekaṃ āpattiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","āpajjī sañcetanikaṃ sukkavisaṭṭhīṃ pañcāhapaṭicchannaṃ. So saṅghaṃ ekissā āpattiyā","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikāya sukkavisaṭṭhiyā pañcāhapaṭicchannāya pañcāhaparivāsaṃ yāci. Saṅgho","monolingual","pali raw.htm","Pali","","","","","","",""
"","pañcāhaparivāsaṃ adāsi. So parivasanno antarā ekaṃ āpattiṃ āpajji sañcetanikaṃ","monolingual","pali raw.htm","Pali","","","","","","",""
"","sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassanaṃ yāci. Saṅgho udāyiṃ bhikkhuṃ antarā","monolingual","pali raw.htm","Pali","","","","","","",""
"","sañcetanikāya sukkavisaṭṭhiyā apaṭicchannāya mūlāya paṭikassi. So parivutthaparivāso","monolingual","pali raw.htm","Pali","","","","","","",""
"","saṅghaṃ tissannaṃ āpattīnaṃ chārattaṃ mānattaṃ yāci. Saṅgho udāyissa bhikkhuno","monolingual","pali raw.htm","Pali","","","","","","",""
"","tissannanaṃ āpattīnaṃ chārattaṃ mānattaṃ adāsi. So mānattaṃ caranto antarā ekaṃ āpattiṃ","monolingual","pali raw.htm","Pali","","","","","","",""
